ESTAB,EMPSZES,NAICS2012,zipcode
40,230,72,37203]
58,241,72,37203]
25,242,72,37203]
9,251,72,37203]
5,252,72,37203]
0,254,72,37203]
0,260,72,37203]
80,1,72,37204]
24,212,72,37204]
14,220,72,37204]
15,230,72,37204]
17,241,72,37204]
8,242,72,37204]
2,251,72,37204]
0,252,72,37204]
0,254,72,37204]
0,260,72,37204]
53,1,72,37205]
8,212,72,37205]
8,220,72,37205]
7,230,72,37205]
21,241,72,37205]
7,242,72,37205]
2,251,72,37205]
0,252,72,37205]
0,254,72,37205]
0,260,72,37205]
46,1,72,37206]
13,212,72,37206]
8,220,72,37206]
11,230,72,37206]
12,241,72,37206]
2,242,72,37206]
0,251,72,37206]
0,252,72,37206]
0,254,72,37206]
0,260,72,37206]
55,1,72,37207]
16,212,72,37207]
8,220,72,37207]
19,230,72,37207]
10,241,72,37207]
2,242,72,37207]
0,251,72,37207]
0,252,72,37207]
0,254,72,37207]
0,260,72,37207]
37,1,72,37208]
16,212,72,37208]
8,220,72,37208]
5,230,72,37208]
6,241,72,37208]
2,242,72,37208]
0,251,72,37208]
0,252,72,37208]
0,254,72,37208]
0,260,72,37208]
95,1,72,37209]
21,212,72,37209]
18,220,72,37209]
27,230,72,37209]
19,241,72,37209]
8,242,72,37209]
2,251,72,37209]
0,252,72,37209]
0,254,72,37209]
0,260,72,37209]
30,1,72,37210]
9,212,72,37210]
10,220,72,37210]
6,230,72,37210]
3,241,72,37210]
1,242,72,37210]
1,251,72,37210]
0,252,72,37210]
0,254,72,37210]
0,260,72,37210]
159,1,72,37211]
63,212,72,37211]
28,220,72,37211]
26,230,72,37211]
32,241,72,37211]
10,242,72,37211]
0,251,72,37211]
0,252,72,37211]
0,254,72,37211]
0,260,72,37211]
56,1,72,37212]
17,212,72,37212]
4,220,72,37212]
11,230,72,37212]
12,241,72,37212]
11,242,72,37212]
1,251,72,37212]
0,252,72,37212]
0,254,72,37212]
0,260,72,37212]
167,1,72,37214]
43,212,72,37214]
21,220,72,37214]
30,230,72,37214]
48,241,72,37214]
14,242,72,37214]
9,251,72,37214]
1,252,72,37214]
0,254,72,37214]
1,260,72,37214]
55,1,72,37215]
8,212,72,37215]
9,220,72,37215]
13,230,72,37215]
18,241,72,37215]
6,242,72,37215]
1,251,72,37215]
0,252,72,37215]
0,254,72,37215]
0,260,72,37215]
27,1,72,37216]
4,212,72,37216]
2,220,72,37216]
11,230,72,37216]
8,241,72,37216]
2,242,72,37216]
0,251,72,37216]
0,252,72,37216]
0,254,72,37216]
0,260,72,37216]
65,1,72,37217]
23,212,72,37217]
12,220,72,37217]
11,230,72,37217]
16,241,72,37217]
3,242,72,37217]
0,251,72,37217]
0,252,72,37217]
0,254,72,37217]
0,260,72,37217]
11,1,72,37218]
3,212,72,37218]
3,220,72,37218]
3,230,72,37218]
2,241,72,37218]
0,242,72,37218]
0,251,72,37218]
0,252,72,37218]
0,254,72,37218]
0,260,72,37218]
42,1,72,37219]
21,212,72,37219]
6,220,72,37219]
9,230,72,37219]
3,241,72,37219]
0,242,72,37219]
3,251,72,37219]
0,252,72,37219]
0,254,72,37219]
0,260,72,37219]
5,1,72,37220]
2,212,72,37220]
1,220,72,37220]
0,230,72,37220]
2,241,72,37220]
0,242,72,37220]
0,251,72,37220]
0,252,72,37220]
0,254,72,37220]
0,260,72,37220]
80,1,72,37221]
22,212,72,37221]
6,220,72,37221]
29,230,72,37221]
18,241,72,37221]
3,242,72,37221]
2,251,72,37221]
0,252,72,37221]
0,254,72,37221]
0,260,72,37221]
